"id","scene","prompt","response","machine_decision","valid_output","finish_reason","latency_seconds","human_decision","reviewer_id","review_notes"
"2215","casual_chat","吃了啥呀","吃了一点江西小菜梗（听上去是这个），那个是辣的，然后吃完就成这个样子了，我吃个龙角散 //我也吃一个","R","True","stop","0.736697","","",""
"2221","casual_chat","来一个买醉","这个怎么弄啊","R","True","stop","0.475664","","",""
"2230","casual_chat","当面说人不好","因为这不是中国公司啊，中文加密通话 //草你看顶上的这个板嘛，可能是反光板？我觉得这家是懂装修的，这个光线就很自然，反正就是尽量让自己的产品看起来很棒，别人才回来买。没关系呀，他就算是听得懂，也是我给他们的建议改造嘛，因为参展一次花费也还是挺多的，成本挺高的。如果是中国公司的话还是挺希望他们下次能改进一点的，毕竟来一次展花费的成本真的很多。","R","True","stop","1.12938","","",""
"2242","casual_chat","那杆抢","别怕！我知道好多人都好久没听过这首歌了！咱们晚安歌就唱这个！先唱点正经的曲子吧。","R","True","stop","0.492641","","",""
"2244","casual_chat","不需等天晴","我知道好多人都想听那就唱吧，欸？怎么我把我的电脑注销了啊。我插一下移动硬盘。（黑屏时间","R","True","stop","0.520861","","",""
"2247","casual_chat","分几天做得","好的！这和地图不一样啊！这我哪知道在哪？！哦！原来是亮的！爷爷！我来交货了！修复一下就能展出了，感觉这就是在给大家看垃圾啊！好小气哦！5星琼5星琼的给！哦！这个小孩的性价比好高啊其实。嗯？又有新的小孩可以雇了（看弹幕）对，小孩不懂事可以多压榨压榨！","R","True","stop","0.832764","","",""
"2249","casual_chat","专武肯定是最好的","嗯，但是我没有材料了啊！接下来都可以继续抽了这个了（指角色池）（看到光锥想起配音光锥的话）那句话怎么手的呢？嗯！刚刚那局你玩的还不错，转换心情再来一句，我就是觉得配音的那段的时候声音好听。虽然你们经常说我声音好听，但是我们配音的时候还是会经常被说声音这句话不好听的！但是我录光锥的那几句感觉很好听！","R","True","stop","0.752265","","",""
"2256","casual_chat","因为得把奖励全部拿完","但是这个鞋子好丑啊！我不想换！","R","True","stop","0.44925","","",""
"2259","casual_chat","套套呢？","有几个要的，但是都是顺带带上的，没有单独要的。","R","True","stop","0.510279","","",""
"2261","question_answer","憨送过什么废物","蜡烛算废物吗wwwQ8 玩过多少剧本杀了，有印象深的吗A8其实剧本杀玩的挺多的，每个印象都还挺深的，最深的一次就是把kb玩的恐女了的那个hhh 我每次都抽到罕见！可恶！每次都是罕见角色！！还有一次叫了落星嘛，就是你在电视上看美女，看着真好看，但是你倒了现实中之后，你就会发现，能抗得住这种高清摄像头的美女，真的是，无瑕疵的，全方位的美丽，我会不好意思看她，看她会脸红不敢直视的那种，然后那次她把我壁咚在墙上，我都@#%%！#…#￥%@*￥话都不会说了hhh但是我干了一个非常直男的操作，后来抽道具暗杀的时候，我就想赶紧把她弄死吧hh，不然后面被她逼问我真的怕我抖出什么东西来，然后就想着赶紧把她弄死哈哈哈哈哈。","R","True","stop","0.586915","","",""
"2263","casual_chat","Mac生产力可以，玩游戏不行。","确实，当时我妈就是怕我打游戏，给我买的mac，大学的时候。晚安歌~晚安歌~威风堂堂吗？ //？可以啊，我刚才看到有人说威风堂堂，那就威风堂堂吧。","R","True","stop","0.678556","","",""
"2273","casual_chat","失业了（悲泣","）但我看你发这句话语气还是挺乐观的。","R","True","stop","0.632187","","",""
"2276","casual_chat","尬嘛","我不觉得啊，甚至我看的时候还会有一个tag是cos委托戒断反应，好多女生结束之后都还久久出不来，还是会不舍得，怅然失落，首先她能出这个cos的话你们就已经是同好，她还会照顾你。","R","True","stop","0.645774","","",""
"2283","casual_chat","19和20有区别嘛？","你这个好聪明啊你，虽然是有区别的，但是","R","True","stop","0.459767","","",""
"2299","casual_chat","穿增高鞋垫","说起来增高垫，记得关注米哈游临海绮律演唱会7月29日晚8点届时憨憨会穿上一个10m（口胡是cm）的鞋！我的腿看起来真的超级长！看起来都有一米七了！","R","True","stop","0.837849","","",""
"2304","casual_chat","我感觉是妈妈","为什么啊，爸爸就不行嘛？我之前见灼热就是一个爸爸鸭，我那年见他的时候他的女儿两岁，现在可能18了吧！他就很喜欢我的歌，还给自己家女儿放我的歌当学前教育呢。分享经验，我左边胳臂不长腋毛但是右边长了两三根，我坐公交车有时候没座位的时候会两个手一起抓住把手（据憨憨自己说是小脑有问题一个手抓不稳）那时候很在意别人的眼光，怕别人想我为什么刮毛只刮一半的变态。最后在我研究下家用的脱毛仪是真的有用的啊！用了两三个月时间就根除了！现在两边是一样的平衡了很爽！公交车是被迫性的超距离社交，年轻人的话就是玩手机，但是年龄大的人群会观察这些人，有人在看我时候我会想牙白牙白！不会被看到了吧！我不是刮毛只刮一半的变态啊！","R","True","stop","0.527206","","",""
"2309","casual_chat","周杰伦","欸？怎么哪里都没有版权啊！（百度搜歌词）这歌词也不对吧！看视频学：hanser 反方向的钟（BV1VT41167cq）（憨憨学ai憨憨唱歌，hanserxaihanser合唱）我去学一下吧！这首歌还蛮好听的，可是没有伴奏呜呜呜，突然好奇aihanser点击率最高的是什么，第一的就是这首欸，好巧","R","True","stop","0.833661","","",""
"2314","casual_chat","一模一样","你放心，我学动物就没有不像的www。可以养哦，不过会和鸟鸟打起来，鸟鸟也不喜欢这些尖锐的声音，所以还是算啦。","R","True","stop","0.699705","","",""
"2328","question_answer","为什么","这春困从春天困到现在真的很厉害啊！我不设闹钟的话好容易睡12个小时。","R","True","stop","0.756461","","",""
"2329","casual_chat","你说他很极端，但是你克服蟑螂的办法和这个也没有差多少","确实欸，我克服蟑螂的办法确实和这个的方法差不多欸，但是我没有克服啊，可能人类害怕蟑螂是天生的吧。我感觉可以给up主的素材用欸这个叫羞耻攻击练习啊。练习过的人表示都有用欸，那大家赶快去试试吧~你这是自由美利坚嘛？没有人看我们，要是在这边的话肯定会有人看的！这种就是逼自己一把啊！那我就是又焦虑又要逼自己一把的人啊，这次cos就是给自己整了个大的一旦有“我才不要做这种xx的事情”的这种想法的时候就把这种时候当做羞耻攻击练习的开始键，这个书你不要害人啊！万一有今天看了我的课，然后不知道自己的等级然后明天就搞了个大的！然后被拍到抖音上还火了他们这种老外跟我们不一样的文化就是看热闹，但是他们来了这边就会很快学会的，我就算有再忙的时候","R","True","stop","0.676205","","",""
"2337","casual_chat","上海蟹","（看到一个好玩的","R","True","stop","0.585659","","",""
"2338","teasing","小年轻是吧","（看了百合CP误解向的赵敏&周芷若混剪）下次我们直播划水看这个好不好！就怕可能有版权问题23331.51 你知道这个里面的金毛狮王吗？以前不是没有美瞳这种东西吗，然后人家演白色眼瞳纯靠自己翻白眼，真的很辛苦，然后眼睛就出问题了。之前去看了那个《封神》我发现在演那种白眼那种技术现在已经很发达了，整个眼睛就像被侵蚀过一样。","R","True","stop","0.828605","","",""
"2339","casual_chat","不看书嘛？","好好好，看书，找一首emo系的歌唱，我们今天看得书叫《胡思乱想消除指南》唱一首emo系的，然后消除它！","R","True","stop","0.638833","","",""
"2340","casual_chat","考科二憨憨可以祝我顺利~","（音效声）祝你开上车！这是什么呕吐物，是哪只猫吐的！（闻闻）不丑是鸟鸟的！","R","True","stop","0.740766","","",""
"2346","receiving_praise","其实她昨天在乱D但看了一圈说还是hanser好看。","我确实经常看到她跟经常形形色色的人互相看切片呢。","R","True","stop","0.597393","","",""
"2354","casual_chat","得赶紧来","我觉得20°以上都还可以吧。现在大家是不是都喜欢去小众景点了鸭，我看到最近有好多推荐小众景点的，大家都去小众景点的话那是不是热门景点人就会少了鸭！","R","True","stop","0.694587","","",""
"2363","casual_chat","不杀人就不血腥","那我想杀人，又不喜欢血腥，不是杀人啦，就是想做一些坏事。赛博朋克2077在我印象里面是讨论很高，但是后面就又骂声一片了，他到底是好游戏还是坏游戏啊，其实我看了他的动漫，我感觉他这种抛出一个很引人深思的问题的反而我没有很喜欢啊，世界上有那么多难以解决的问题，我作为一个渺小的人类就只能在这面前颤抖，还是奶头乐适合我","R","True","stop","0.59726","","",""
"2367","casual_chat","那个B真的","我觉得这个弹幕说的应该是那个（歌词里的）B唱得好是吧，但是你这个弹幕2333好像刚跟人吵完架，这个b真的hhh我今天选了一大堆很快的歌唱。唱两首月的歌吧，跟月亮有关的歌。哦周五投的歌是跟96猫的合唱！","R","True","stop","0.771758","","",""
"2372","question_answer","标题是什么意思呢","是我们每周的念邮件环境。周一是念书的！周三是念邮件周五会唱歌，偶尔会让大家提问！这三个是固定环节！除非hanser发懒了！如果是想看hanser正经内容是一三五8~10点，如果其他时间在播那大概率在划水~我们要劳逸结合~前面是服务于所有粉丝的，后面划水环节是给那些只要hanser播就看的人看的！今天的标题呢？是我们这周的话题！今天的所有东西是没有任何卡多卡哇手电筒，今天的东西呢，是没有任何赞助商的！都是自用好物啊！在聊直播属性的时候经常会被定义到二次元的，明明也没有一直看二次元，但是平常聊天的时候我用词和梗","R","True","stop","0.928939","","",""
"2374","casual_chat","这下听懂了","是什么书店，对！角川书店！","R","True","stop","0.555761","","",""
"2375","casual_chat","现在的番都没有了","现在的番都没有了啊，我现在看也感觉好就没看到了，但是我感觉没看过罪恶王冠，超跑的那种都不是老二次元的！以前那些肯定都有！一个梗啊，本来很丝滑的这样一解释就不丝滑了。为什么现在说这个话题呢？因为二月就要过年了嘛，年底是买东西换新最好的时间！现在推出这个话题就是给大家种草一下。","R","True","stop","0.632356","","",""
"2377","casual_chat","实在憋不住","如果实在憋不住，可以先去看新版我们一起看过的地方~说到新版昨天还看了一些mad，感觉这和我们看过的完全不一样呀，不过要对比的话，我可能还是会喜欢旧版分镜力量感压抑地方感觉做的要好一些，（看视频：BV1y34y1m716）感觉打斗的流畅度确实会好一些，但有些地方画的又有一点油腻。","R","True","stop","0.875675","","",""
"2385","casual_chat","艺术来源于生活","但是我们平常人能在平常的药店能拿到制作TNT级别的炸弹嘛？","R","True","stop","0.892911","","",""
"2386","casual_chat","粉尘，煤气罐","但是需要量大或者太大了啊","R","True","stop","0.478778","","",""
"2392","casual_chat","聂总爱憨是因为她是憨的妈妈","因为我们互相对有付出，聂总也看到了我对聂总的付出所以聂总才会给我爱嘛，也不是所有家长都会爱孩子嘛，如果我是一个调皮的坏小孩，我妈也还会真的爱我嘛？因为也是我对我妈有付出所有才会得到这份爱嘛，这个话题感觉可以引向付出的话题~这样说的话那我觉得我爸爸也不是爱我的嘛（","R","True","stop","0.557048","","",""
"2402","casual_chat","插个u盘就好了","u盘也可以当暂存盘的嘛？我试一下，但是只有一个怎么办鸭，它说我启动的时候按住按键就可以了，但是没有用啊，怎么更改呢？他不让我改！（","R","True","stop","0.495333","","",""
"2407","question_answer","为什么不叫大番薯","主要是针对南方小个子女生说的吧。","R","True","stop","0.554434","","",""
"2416","casual_chat","t0辅助","这么强的嘛？感觉阮梅蛮好看的，但是有一点素，属于是第一眼看很好看，但是看很久感觉就没有很好看了，我感觉花火真的很好看鸭，感觉审美被三次元带走了鸭！但是我想要一个火系的输出！她不是火系的输出！","R","True","stop","0.541766","","",""
"2417","casual_chat","姬子、萨姆","姬子输出不行啊，萨姆。","R","True","stop","0.589144","","",""
"2420","casual_chat","刚好立不案","那这个是老骗子啊，刚好卡着这个线，现在是多少可以立案啊，2000？","R","True","stop","0.72364","","",""
"2435","casual_chat","复制月光王座","那段真的是高光时刻嘛？","R","True","stop","0.976397","","",""
"2443","question_answer","憨憨寄什么呢？","要寄红包啊。","R","True","stop","0.699995","","",""
"2464","casual_chat","野狼disco","先让我唱一首慢歌，这首也潮！还有dj版？！这dj版没有那个味啊，还是唱原版吧。来来来，干完这一杯，干完这一杯，还有三杯。这首不是气泡音啊，这首就很有故事感的声音叭。气泡音就是有些摇头晃脑的感觉吧，我自我理解的话就是这样的。","R","True","stop","0.607701","","",""
"2467","casual_chat","憨憨知道自己的味道嘛","那我们就播到十点半再看猎人吧！从十点看和十一点看选择了折中的方案！我体香是土香的！我还以为我是奶香味道呢。鉴别体香方法：洗澡洗干净之后不要用特别大味道沐浴露，然后穿一件睡衣睡觉，然后明天起来闻睡衣的味道就是自己的味道，虽然自己问可能不明显，让爸爸妈妈闻可能会明显一些，还有猫猫狗狗也会问出来不同人不同的味道的。你们要不要春节送人礼物啊，可以送香水做礼物~推荐莎邦的纯牛奶。","R","True","stop","0.553","","",""
"2481","casual_chat","有没有炸串的味道","没有！我超喜欢点蜡烛！喜欢把家里点的香香的！这个是皮革与烟草，切嗣福尔摩斯的感觉，就是之前说的老登的味道。有御姐味道，这个雪松玫瑰，玫瑰和红茶的味道就是御姐的味道，我其实没有很喜欢玫瑰味道，因为我觉得玫瑰味道都有点妖艳儿的感觉。有一个我觉得男酮可能会喜欢，就是白袜子少年身上的肥皂味。上不了链接哦，没有链接可以上哦。上次马老师来的时候给点的就是这个，就是是黑色的，有一种魔女的感觉，咖啡奶酪味。还有火锅味我不知道这种味道我不太知道什么样的人群可能会需要。","R","True","stop","0.57194","","",""
"2487","question_answer","工友是什么味道","我哪里知道！我又没有抱着她吸过！应该是工业化工的味道。手机先关啦，休息一下以后开电脑大家一起去看四谎~我看有人说我袜子厚，我之前不是给你们推荐过嘛？就是要这种厚袜子，这样就不用穿棉拖鞋了嘛，不喜欢穿棉拖鞋的。","R","True","stop","1.096733","","",""
"2494","casual_chat","防火意识强烈","是的。","R","True","stop","0.696423","","",""
"2504","casual_chat","hanser真勇敢啊吃江西菜","有没有可能我就是江西人啊，想吃家乡的菜了，在江西吃其实也没有那么辣的，但是在厦门开的江西菜馆可能想凸显出他们是江西人所以做得特别辣！今天晚上是不是有315的直播啊，我好想看啊，那个听说就是吃了不干净的食品会拉，我好好奇啊，但是不能转播看的啊。欸，现在就是大家监控室老大爷的时间了，发挥一下，然后看完了讲讲说了什么内容现在聂总出门了只能点外卖了，发现点外卖更麻烦的啊！自己做饭都是洗碗机就可以了，但是点外卖需要自己洗外卖盒子！","R","True","stop","0.508672","","",""
"2520","casual_chat","有次吃了很多海鲜就过敏了","是的！我也不是天生的螨虫过敏，是学游泳的时候呛了一下那个水很脏，后面就会一直咳嗽，就好想做啊，这种脱敏治疗的感觉还可以，就是上药感觉很简单呀，但如果是带牙套就不能坚持下来了，感觉好麻烦啊，会影响到自己的生活的，吃东西都会被影响。","R","True","stop","0.878824","","",""
"2524","casual_chat","一天就会退回去","那还好。在之前的那几年装扮很火，但是现在就没什么动静了，b站那套不问天的好像卖了10w多","R","True","stop","0.819225","","",""
"2529","casual_chat","吴京","对对，在一次采访中把b站说成了甲浦甲浦。话说现在b站火了，也没怎么见过b站的模仿软件的啊","R","True","stop","0.814728","","",""
"2534","casual_chat","今天小缘也在直播","今天小缘喵也在直播啊，说起来小缘喵，给小缘喵又寄了自己不用的化妆品，好奇小缘喵能怎么样用蓝色和紫色的眼影化妆，","R","True","stop","0.908494","","",""
"2545","casual_chat","难如登天","那从0到弹出来一首要到多久啊，什么？还要力气的，木吉他会不会好一点啊，啊，电吉他好一点，木吉他更硬。","R","True","stop","0.893356","","",""
"2547","casual_chat","救人是有影响的没那么简单","我有证啊！有专门学习过的！突然想起来个笑话“海底捞4人多少钱”“你这个不好捞啊，怎么还掉海里了呢，我找人给你问问。”","R","True","stop","0.879345","","",""
"2550","casual_chat","经常这样","她好像不太在乎踩那个点，就我这么在乎嘛？","R","True","stop","0.613762","","",""
"2552","casual_chat","便宜的","www看视频（BV1xr421x7Mx）此yukari不是彼yukari！视频看过啦！你别打字了！快来人！","R","True","stop","0.660748","","",""
"2554","casual_chat","就是因为说你要看，我到现在都没看","就是要等我一千看","R","True","stop","0.696676","","",""
"2556","casual_chat","饿殍","古风歌我都不会唱啊，其实我饿殍那个投稿主题曲我自己都没有听过的啊。抽奖结束啦，恭喜这几位同学~","R","True","stop","0.5682","","",""
"2557","casual_chat","需要能读取蓝光的光驱","也就是跟我电脑屏幕什么的没有关系是叭。我们定个顺序吧，芙莉莲，蓝锁，小樱，龙虎","R","True","stop","0.649894","","",""
"2559","casual_chat","当时看这番一听这歌就流泪","我当时还哭得断气呢，其实我没有那么喜欢这部番，但看的时候就是哭得断气了。什么？这个还有真人版？我知道弹丸论破有舞台剧，日本人真的很喜欢舞台剧的啊，还出了个很有名的狛枝凪斗擦玻璃表情包。","R","True","stop","0.621581","","",""
"2561","casual_chat","再过几十年上万了","再过几十年没人认识这个ip了。其实有些番播的时候特别特别火，播完了就没什么热度了，但是有些番播过很久也有人提，比如eva啊龙珠这种。//谢礼物~","R","True","stop","0.478436","","",""
"2562","casual_chat","他们可能是故意的","可能是哦，但我也分辨不出来是故意的还是啥。我最近几年看的那个最好的恐怖片就是台湾的那个《咒》。它里面的那个房子啊建筑啊，太厦门了，代入感太强了2333，还有它一直把那种“未知才是最恐怖的”这个贯彻到底，一直到最后，我觉得写得很好。255胆小鬼太多了）hhhh对，真的2333我还收藏了一些，【报菜名】 //输入法不认识！太难打了！摆！","R","True","stop","0.51277","","",""
"2577","casual_chat","我是萌王","你说小樱啊，我们下周看这个吧。小时候还是没有很喜欢看灌篮高手的，之前弟弟喜欢看就跟着看一些，那时候还是魔卡少女樱，美少女战士那种看着多一些。死火海，海贼王没看过，其他都看过，火影好像还是上网之后才开始看的。说起来五条悟是不是要复活的啊富坚我感觉每次看的时候都会忘记前面的内容，所以每次看的时候基本会把之前都看一下，我感觉我再看几遍都能跟大家讲了。","R","True","stop","0.514917","","",""
"2591","casual_chat","十点能念完嘛？","这期选的比较少啊。欸？星铁演唱会嘛？算了不看！看录播！看好多都在转播，我们这边就让直播池更丰富一点~螨虫汁提前滴过啦，不然开播即闭嘴还是不太好。五一快乐哦！要是想去看就去看嘛，不然两个都看不好，效果都不好~","R","True","stop","0.805551","","",""
"2593","question_answer","初音现货有什么推荐","你说的跟我这直播间跟带货的一样www，一般的话需要先付定金，然后再要补尾款，我们的定金50！直接vx就可以！等我吃完kfc就拉黑你！现在看到那种说p话的弹幕也觉得好意思啊，以前就不会，记得以前在敌台的时候播jk制服展示回的时候，有弹幕问道老板你那码最大最小是多少啊，你要是让我听到这种我得跳起来跟你解释！","R","True","stop","0.939108","","",""
"2596","question_answer","你为什么不去唱","我不能这样上台啊！我怂！她没了其他我等录播了。这个应该不是麦的问题吧，可能是有什么考量吧，不然看直播的话没有现场观众的声音，听起来很冷清，所以会这样吧。","R","True","stop","0.557459","","",""
"2601","question_answer","大爷开的什么车","你这个问题问的好！真的是欸，以前我们看也有一个这种的，成绩很好老师也喜欢他，他是班长型但是他和很多坏学生玩在一起。","R","True","stop","0.557034","","",""
"2603","casual_chat","今天看小樱嘛？","看，你要看左边那边的公告鸭！我发现我上飞机还咳嗽的时候，机场的人还会对我特别温柔，本来是很营业的那种语气，然后看我咳嗽得很厉害就用很温柔的语气和我说话还帮我办手续。上次遇到这种人间温暖的时候，还是腿受伤的时候，那次甚至打车要下车的时候，那个司机都搀扶着我下车。昨天录音的时候staff给了三星和银狼联动的周边，那个图好好看啊，是新图！给的时候光顾着说谢谢了，也没注意是谁给的。我拿着那个坐飞机的时候，有个打扮很不是这个圈子的人，还问了我这是不是二次元的东西啊，我说了是鼠标垫，没说是二次元，但也不排除是二次元的东西，现在聂总那边同事也都知道二次元了啊，二次元是真的火了啊。","R","True","stop","0.82053","","",""
"2616","casual_chat","刚才有点anon的感觉","这样哑哑的，再夹的就像anon酱嘛？（やった！soyo桑love！）其实我模仿的最多的是奶奶的，乐奈的おばあちゃんの~","R","True","stop","0.815524","","",""
"2617","casual_chat","有没有好物推荐","碘伏棉签~（卡顿ing）还有超能便捷去渍笔，吃饭的时候不小心弄到身上的话可以用那个涂涂涂就干净啦。还有一次性洗脸巾，降暑湿巾也不错~重要的是不要带太多的东西，带太多的东西是光展的禁忌！Q：憨憨觉得什么事情可以做一辈子？A：除了吃饭睡觉呼吸这些人类都会做的事情以外的话，我应该就是喜欢二次元，喜欢acg，喜欢打游戏我应该是可以喜欢一辈子。","R","True","stop","0.55451","","",""
"2619","casual_chat","学习一辈子","你们好正能量啊，学到老~Q：憨之后直播打算再看哪部番？A：播铁道吧！Q：憨会因为一个角色或是一个片段而去追一部番嘛？A：会的！就是因为一个片段看了蓝色监狱。我二次元浓度最高的时候会因为一个角色一个声音而去看一部番的，有段时候玩游戏看番的时候都会先看配音表，然后再做决定看不看。Q：遇到和自己中二期很像的小孩会感到尴尬嘛？A：不会鸭，我就有个六岁的朋友，她也很喜欢看小樱，她还能跟我发癫，说什么王小明好帅啊什么的，我当时哪有这种朋友啊！我还羡慕她嘞！","R","True","stop","0.521646","","",""
"2622","casual_chat","开始有点怕你，后面会追着找你","对！是的！你也经历过是吧！Q：小天使吃过的最小众的食物是什么？A：我自己做的应该就算吧（？）草莓烧肉应该算小众吧。还有虫子（？）厦门有家东北烧烤有烤蝉蛹的。东北是真的有这个菜啊。Q：小天使直播这么多年有什么感受嘛？A：你说得有点早啊！打算到合同到期后面再聊！好多人说博主粉丝越多会变得越人机，小众的时候还能聊自己想说的，越多就越有顾虑了，也就开始不想说了，就越来越人机了。（卡顿ing）我是不是被人偷网了啊！（卡卡卡）","R","True","stop","0.723687","","",""
"2626","casual_chat","小米不卡","真的嘛？小米真的不卡嘛？我在考虑是真的是不是该换了，我在厨房都会有点连不上。算了还是刷华为不卡的人多！那还是华为！（SC指导查网络）","R","True","stop","0.645374","","",""
"2627","casual_chat","中了彩票又如何呢？","好一部分的终极理想就是能在自己家里面躺着就可以赚钱了吧，如果你不想中可以给我中！Q：百毒不侵和金刚不坏刚想要哪个？A：百毒不侵我觉得在日常生活中是没有什么用的，但是金刚不坏感觉还是很有用的吧！并且百毒不侵可能会被关实验室啊！不过在超级英雄里面很有用的吧。Q：憨憨有什么倒时差的秘诀嘛？A：嗯睡。或者狂做运动！不过要在睡前二三个小时~我就喜欢让自己站着玩手机，这样感觉自己超累的。本来从冰岛回来作息还是蛮正常的，就因为那个双黄让我今天熬到早上！Q：憨怎么理解美的东西一直很美这句话A：不理解Q：憨十年前打游戏会用小本本记攻略嘛？A：不记！我是天才游戏少女！我就是直接脸滚键盘然后打赢的！我以前玩游戏还是中上游的水平呢！","R","True","stop","0.751106","","",""
"2630","casual_chat","主播左上角忘改了","对对对，现在就改。今天看邮件，bw印象深刻的事~大家不要写流水账啊！写作文要审题鸭！虽然这种我没有选，但是我都是看了的，看着大家的投稿真的是回忆满满鸭，看着好多人还有戒断反应呢，里面还有一个没去bw都被选上的同学，真的是天才吧。为了不戒断反应还后面和s小姐姐去玩了，然后kb让我弄个东西，明明是能点两下就能结束的，还打算拖两天，因为还没有收心什么都不想干。接到电话给你改签的，如果是真人的话一定是骗子！现在各大机场都是用ai的那种，如果是真人的话一定是骗子！今天我们的投稿就有一个差点被骗的经历。","R","True","stop","0.549206","","",""
"2631","casual_chat","hanser你再看看sc","憨憨你还记得我嘛？你在你家吃饭，我在我家吃饭。啊，对不起，我有没有凶你啊，没有就好没有就好。","R","True","stop","0.660794","","",""
"2632","casual_chat","中毒，中暑","这是吃了什么东西中毒了啊。（萨姆cos）天哪这得多重啊。对了这次据说崩三站台人特别多！崩二的也很多，甚至比某些地方都多！这次有些同学拿到我们的物料还觉得这次物料少，你看看隔壁崩坏星穹铁道，就一张明信片！还得拍照打卡！我们什么也不用啊，朋友！并且人家大ip才这些东西！我不是说崩铁东西少啊，现在真的是经济不景气啊。欸？我画的就是这张欸，（一张miku）。我看有人切片讲这件事（hanser偷偷跑去BW和小缘玩角色扮演）朋友！你要说cospaly啊！你不要说角色扮演！这感觉好怪啊！我没有说我没有去啊，我只是说我不cos满穗，不cos银狼，我cos了个男角色，今年我一共就有四个人和我集邮，冷门ip是这样的，等一会边看邮件边聊叭。","R","True","stop","0.763511","","",""
"2636","receiving_praise","吃东西会让腰不好看","欸，你吃一点东西不会影响你的腰的啊，说起来一般30之后发福，我真的有啊，在以前的时候我都穿不了正常女性s码，这次可以了！我也并不是瘦，只是有点骨架小。对了！给大家看看bw试听站的原视频，前面四首都是二专的曲子，其他都是干扰音频了。08号就是这个了。什么叫卡卡西拷贝忍者！这完全一致吧！我觉得还是放在一起好玩，左边是她，右边是我。我自己录的时候笑的半死，全程在笑www，就那些语气词太好笑了www。她好像还不知道，她来我们展台听了嘛？应该是没有，就应该给大毛听啊！她那么有节目效果一定能抽到的，就应该给她抽一下！（不看切片血亏，推荐BV1iE421w7so，憨憨模仿的原视频BV1nx411d7fU）","R","True","stop","0.707532","","",""
"2639","casual_chat","问一下银狼c服推荐","裤子是定制的，因为最小的尺码穿不上。衣服：德拉克斯网袜/眼镜：满月樱假发：（姑且告诉你们在哪里买，最后也没说xxx）哪里都可以，是自己改的腿部挂件：司南cos脖环：自己做的耳钉：凌云cosplay发夹：秀琴家鞋子：cos60度涡轮：欸？没了？店铺没了，那个主要是看中了渐变色cos是真的是一件需要用心做的事情啊，甚至还模仿了银狼的声线了呢，多用心啊。我发现我对cos还是蛮上心啊！","R","True","stop","0.508039","","",""
"2644","casual_chat","虽然憨憨以后可能会记不得我了，但是我还是会记得憨憨的","到50年之后还能记得嘛？Q：憨这届奥约会有期待的项目嘛？A：还有花滑嘛？没有的还是不怎么想看的。其他想看能当爽剧看的！比如乒乓球！跳水！体操！女排！游泳！有没有憋气呀。以前是不是说有街舞进奥约会了啊，哦是霹雳舞，我们小时候霹雳舞是孙红雷的那个。Q：小天使有没有喜欢的二创视频啊A:你可以之后看一抹憨色二创活动的评分~Q：学拍照的话要从哪里开始鸭A：从拿起手机开始！","R","True","stop","0.676211","","",""
"2646","casual_chat","冰工厂","冰工厂！说起来以前有个很好吃的老版Q：憨憨觉得自己吃谷最高兴/最非酋的时候A：我是不怎么喜欢赌的。最喜欢的时候是买蓝色监狱，那时候在想到底是推谁，然后出了一个角色，就开始喜欢上了，有一种他让我喜欢他的感觉！Q：看看gbc有什么喜欢的片段嘛？A：486的片段Q：憨有什么集邮的技巧嘛？A：我都没找人集邮啊，就找了大咩和大毛集邮，对哦！我应该主动出击去集邮的。","R","True","stop","0.691772","","",""
"2649","casual_chat","量子女团","那首忘记了啊。","R","True","stop","0.884567","","",""
"2651","casual_chat","过膝袜","过膝袜可以，アイドル也可以，先唱アイドル，下一首唱过膝袜","R","True","stop","0.745753","","",""
"2655","casual_chat","四六级，身份证（还有各种地狱笑话","驾驶证）","R","True","stop","0.769566","","",""
"2656","casual_chat","但会被吊销，降级","还会降级的嘛？a照能开飞机嘛（然后说着说着变成b罩了）对不起我今天真的是脑子不清楚啊。你们说比a再高的是不是x，z这种啊，以前那些动画第二部不都是什么七龙珠x，z什么的嘛。那比a再上的是不是就是xz啊，再网上是不是就是可以开ufo了！开诺亚方舟！开休伯利安！","R","True","stop","0.554391","","",""
"2682","casual_chat","积分有其他获取方式嘛？","确实应该想一想了啊，我想一想。我不是毕业了啊！我只是直播签约到期了啊，他们这么大反应主要是好多是陪伴了好久的，突然没有坐班式的直播了，以后就是凭良心了！","R","True","stop","0.834344","","",""
"2690","casual_chat","主要是真的有用丝绸的","你是秦始皇哦，如果你不是秦始皇怎么穿越哦。","R","True","stop","0.687639","","",""
"2694","casual_chat","煲冬瓜喝","那是不是符咒水是不是能自助加东西呐，符咒捞！","R","True","stop","0.860424","","",""
"2701","casual_chat","念了扣蓝","哈哈哈哈，那我应该怎么回蓝呐。（讨论怎么回蓝ing）","R","True","stop","0.401093","","",""
"2703","casual_chat","牌子回来了","是吧！牌子回来了！他是全部功能和以前一样嘛？还是改一些东西啊，我上周六跟他们挺严肃地提了一下，我克制住了心情没有说得很严重，后面他们刷到了我的切片。肯定有很多主播反应这个事情的，大家都很在意粉丝牌子的。今天迟到我是有说的和三无看蓝色监狱剧场版，好凉啊这个剧，就有半个月的档期就没了。","R","True","stop","0.985327","","",""
"2713","casual_chat","水母","我看有些人觉得很好有些不好啊","R","True","stop","0.906401","","",""
